"Story","Title","Result","Date","Stability","Duration (s)"
"CT05 - Clicar em Todos os produtos, filtrar pelo tamanho e estilo, e adiciona-lo","Filtrar tamanho e estilo do produto","SUCCESS","2018-02-26T11:37:41.342-03:00","0.0","15.35"
