"Story","Title","Result","Date","Stability","Duration (s)"
"CT06 - Clicar em Todos os produtos, filtrar pelo tamanho e composicao, e retirar o filtro Tamanho","Filtrar e retirar filtro","SUCCESS","2018-02-26T11:37:57.273-03:00","0.0","10.58"
